reference-system-code;reference-system-code-label;reference-system-code-ref
NZGD2000 / Hokitika 2000 (EPSG:2121);EPSG:2121;http://www.opengis.net/def/crs/EPSG/0/2121
NZGD2000 / Okarito 2000 (EPSG:2122);EPSG:2122;http://www.opengis.net/def/crs/EPSG/0/2122
NZGD2000 / Jacksons Bay 2000 (EPSG:2123);EPSG:2123;http://www.opengis.net/def/crs/EPSG/0/2123
NZGD2000 / Mount Pleasant 2000 (EPSG:2124);EPSG:2124;http://www.opengis.net/def/crs/EPSG/0/2124
NZGD2000 / Gawler 2000 (EPSG:2125);EPSG:2125;http://www.opengis.net/def/crs/EPSG/0/2125
NZGD2000 / Timaru 2000 (EPSG:2126);EPSG:2126;http://www.opengis.net/def/crs/EPSG/0/2126
NZGD2000 / Lindis Peak 2000 (EPSG:2127);EPSG:2127;http://www.opengis.net/def/crs/EPSG/0/2127
NZGD2000 / Mount Nicholas 2000 (EPSG:2128);EPSG:2128;http://www.opengis.net/def/crs/EPSG/0/2128
NZGD2000 / Mount York 2000 (EPSG:2129);EPSG:2129;http://www.opengis.net/def/crs/EPSG/0/2129
Barbados 1938 / British West Indies Grid (EPSG:21291);EPSG:21291;http://www.opengis.net/def/crs/EPSG/0/21291
Barbados 1938 / Barbados National Grid (EPSG:21292);EPSG:21292;http://www.opengis.net/def/crs/EPSG/0/21292
NZGD2000 / Observation Point 2000 (EPSG:2130);EPSG:2130;http://www.opengis.net/def/crs/EPSG/0/2130
NZGD2000 / North Taieri 2000 (EPSG:2131);EPSG:2131;http://www.opengis.net/def/crs/EPSG/0/2131
NZGD2000 / Bluff 2000 (EPSG:2132);EPSG:2132;http://www.opengis.net/def/crs/EPSG/0/2132
NZGD2000 / UTM zone 58S (EPSG:2133);EPSG:2133;http://www.opengis.net/def/crs/EPSG/0/2133
NZGD2000 / UTM zone 59S (EPSG:2134);EPSG:2134;http://www.opengis.net/def/crs/EPSG/0/2134
NZGD2000 / UTM zone 60S (EPSG:2135);EPSG:2135;http://www.opengis.net/def/crs/EPSG/0/2135
Accra / Ghana National Grid (EPSG:2136);EPSG:2136;http://www.opengis.net/def/crs/EPSG/0/2136
Accra / TM 1 NW (EPSG:2137);EPSG:2137;http://www.opengis.net/def/crs/EPSG/0/2137
NAD27(CGQ77) / Quebec Lambert (EPSG:2138);EPSG:2138;http://www.opengis.net/def/crs/EPSG/0/2138
NAD83(CSRS98) / SCoPQ zone 2 (EPSG:2139);EPSG:2139;http://www.opengis.net/def/crs/EPSG/0/2139
NAD83(CSRS98) / MTM zone 3 (EPSG:2140);EPSG:2140;http://www.opengis.net/def/crs/EPSG/0/2140
NAD83(CSRS98) / MTM zone 4 (EPSG:2141);EPSG:2141;http://www.opengis.net/def/crs/EPSG/0/2141
Beijing 1954 / Gauss-Kruger zone 13 (EPSG:21413);EPSG:21413;http://www.opengis.net/def/crs/EPSG/0/21413
Beijing 1954 / Gauss-Kruger zone 14 (EPSG:21414);EPSG:21414;http://www.opengis.net/def/crs/EPSG/0/21414
Beijing 1954 / Gauss-Kruger zone 15 (EPSG:21415);EPSG:21415;http://www.opengis.net/def/crs/EPSG/0/21415
Beijing 1954 / Gauss-Kruger zone 16 (EPSG:21416);EPSG:21416;http://www.opengis.net/def/crs/EPSG/0/21416
Beijing 1954 / Gauss-Kruger zone 17 (EPSG:21417);EPSG:21417;http://www.opengis.net/def/crs/EPSG/0/21417
Beijing 1954 / Gauss-Kruger zone 18 (EPSG:21418);EPSG:21418;http://www.opengis.net/def/crs/EPSG/0/21418
Beijing 1954 / Gauss-Kruger zone 19 (EPSG:21419);EPSG:21419;http://www.opengis.net/def/crs/EPSG/0/21419
NAD83(CSRS98) / MTM zone 5 (EPSG:2142);EPSG:2142;http://www.opengis.net/def/crs/EPSG/0/2142
Beijing 1954 / Gauss-Kruger zone 20 (EPSG:21420);EPSG:21420;http://www.opengis.net/def/crs/EPSG/0/21420
Beijing 1954 / Gauss-Kruger zone 21 (EPSG:21421);EPSG:21421;http://www.opengis.net/def/crs/EPSG/0/21421
Beijing 1954 / Gauss-Kruger zone 22 (EPSG:21422);EPSG:21422;http://www.opengis.net/def/crs/EPSG/0/21422
Beijing 1954 / Gauss-Kruger zone 23 (EPSG:21423);EPSG:21423;http://www.opengis.net/def/crs/EPSG/0/21423
NAD83(CSRS98) / MTM zone 6 (EPSG:2143);EPSG:2143;http://www.opengis.net/def/crs/EPSG/0/2143
NAD83(CSRS98) / MTM zone 7 (EPSG:2144);EPSG:2144;http://www.opengis.net/def/crs/EPSG/0/2144
NAD83(CSRS98) / MTM zone 8 (EPSG:2145);EPSG:2145;http://www.opengis.net/def/crs/EPSG/0/2145
Beijing 1954 / Gauss-Kruger CM 75E (EPSG:21453);EPSG:21453;http://www.opengis.net/def/crs/EPSG/0/21453
Beijing 1954 / Gauss-Kruger CM 81E (EPSG:21454);EPSG:21454;http://www.opengis.net/def/crs/EPSG/0/21454
Beijing 1954 / Gauss-Kruger CM 87E (EPSG:21455);EPSG:21455;http://www.opengis.net/def/crs/EPSG/0/21455
Beijing 1954 / Gauss-Kruger CM 93E (EPSG:21456);EPSG:21456;http://www.opengis.net/def/crs/EPSG/0/21456
Beijing 1954 / Gauss-Kruger CM 99E (EPSG:21457);EPSG:21457;http://www.opengis.net/def/crs/EPSG/0/21457
Beijing 1954 / Gauss-Kruger CM 105E (EPSG:21458);EPSG:21458;http://www.opengis.net/def/crs/EPSG/0/21458
Beijing 1954 / Gauss-Kruger CM 111E (EPSG:21459);EPSG:21459;http://www.opengis.net/def/crs/EPSG/0/21459
NAD83(CSRS98) / MTM zone 9 (EPSG:2146);EPSG:2146;http://www.opengis.net/def/crs/EPSG/0/2146
Beijing 1954 / Gauss-Kruger CM 117E (EPSG:21460);EPSG:21460;http://www.opengis.net/def/crs/EPSG/0/21460
Beijing 1954 / Gauss-Kruger CM 123E (EPSG:21461);EPSG:21461;http://www.opengis.net/def/crs/EPSG/0/21461
Beijing 1954 / Gauss-Kruger CM 129E (EPSG:21462);EPSG:21462;http://www.opengis.net/def/crs/EPSG/0/21462
Beijing 1954 / Gauss-Kruger CM 135E (EPSG:21463);EPSG:21463;http://www.opengis.net/def/crs/EPSG/0/21463
NAD83(CSRS98) / MTM zone 10 (EPSG:2147);EPSG:2147;http://www.opengis.net/def/crs/EPSG/0/2147
Beijing 1954 / Gauss-Kruger 13N (EPSG:21473);EPSG:21473;http://www.opengis.net/def/crs/EPSG/0/21473
Beijing 1954 / Gauss-Kruger 14N (EPSG:21474);EPSG:21474;http://www.opengis.net/def/crs/EPSG/0/21474
Beijing 1954 / Gauss-Kruger 15N (EPSG:21475);EPSG:21475;http://www.opengis.net/def/crs/EPSG/0/21475
Beijing 1954 / Gauss-Kruger 16N (EPSG:21476);EPSG:21476;http://www.opengis.net/def/crs/EPSG/0/21476
Beijing 1954 / Gauss-Kruger 17N (EPSG:21477);EPSG:21477;http://www.opengis.net/def/crs/EPSG/0/21477
Beijing 1954 / Gauss-Kruger 18N (EPSG:21478);EPSG:21478;http://www.opengis.net/def/crs/EPSG/0/21478
Beijing 1954 / Gauss-Kruger 19N (EPSG:21479);EPSG:21479;http://www.opengis.net/def/crs/EPSG/0/21479
NAD83(CSRS98) / UTM zone 21N (EPSG:2148);EPSG:2148;http://www.opengis.net/def/crs/EPSG/0/2148
Beijing 1954 / Gauss-Kruger 20N (EPSG:21480);EPSG:21480;http://www.opengis.net/def/crs/EPSG/0/21480
Beijing 1954 / Gauss-Kruger 21N (EPSG:21481);EPSG:21481;http://www.opengis.net/def/crs/EPSG/0/21481
Beijing 1954 / Gauss-Kruger 22N (EPSG:21482);EPSG:21482;http://www.opengis.net/def/crs/EPSG/0/21482
Beijing 1954 / Gauss-Kruger 23N (EPSG:21483);EPSG:21483;http://www.opengis.net/def/crs/EPSG/0/21483
NAD83(CSRS98) / UTM zone 18N (EPSG:2149);EPSG:2149;http://www.opengis.net/def/crs/EPSG/0/2149
NAD83(CSRS98) / UTM zone 17N (EPSG:2150);EPSG:2150;http://www.opengis.net/def/crs/EPSG/0/2150
Belge 1950 (Brussels) / Belge Lambert 50 (EPSG:21500);EPSG:21500;http://www.opengis.net/def/crs/EPSG/0/21500
NAD83(CSRS98) / UTM zone 13N (EPSG:2151);EPSG:2151;http://www.opengis.net/def/crs/EPSG/0/2151
NAD83(CSRS98) / UTM zone 12N (EPSG:2152);EPSG:2152;http://www.opengis.net/def/crs/EPSG/0/2152
NAD83(CSRS98) / UTM zone 11N (EPSG:2153);EPSG:2153;http://www.opengis.net/def/crs/EPSG/0/2153
RGF93 / Lambert-93 (EPSG:2154);EPSG:2154;http://www.opengis.net/def/crs/EPSG/0/2154
American Samoa 1962 / American Samoa Lambert (EPSG:2155);EPSG:2155;http://www.opengis.net/def/crs/EPSG/0/2155
NAD83(HARN) / UTM zone 59S (EPSG:2156);EPSG:2156;http://www.opengis.net/def/crs/EPSG/0/2156
IRENET95 / Irish Transverse Mercator (EPSG:2157);EPSG:2157;http://www.opengis.net/def/crs/EPSG/0/2157
IRENET95 / UTM zone 29N (EPSG:2158);EPSG:2158;http://www.opengis.net/def/crs/EPSG/0/2158
Sierra Leone 1924 / New Colony Grid (EPSG:2159);EPSG:2159;http://www.opengis.net/def/crs/EPSG/0/2159
Sierra Leone 1924 / New War Office Grid (EPSG:2160);EPSG:2160;http://www.opengis.net/def/crs/EPSG/0/2160
Sierra Leone 1968 / UTM zone 28N (EPSG:2161);EPSG:2161;http://www.opengis.net/def/crs/EPSG/0/2161
Sierra Leone 1968 / UTM zone 29N (EPSG:2162);EPSG:2162;http://www.opengis.net/def/crs/EPSG/0/2162
US National Atlas Equal Area (EPSG:2163);EPSG:2163;http://www.opengis.net/def/crs/EPSG/0/2163
Locodjo 1965 / TM 5 NW (EPSG:2164);EPSG:2164;http://www.opengis.net/def/crs/EPSG/0/2164
Abidjan 1987 / TM 5 NW (EPSG:2165);EPSG:2165;http://www.opengis.net/def/crs/EPSG/0/2165
Pulkovo 1942(83) / Gauss Kruger zone 3 (EPSG:2166);EPSG:2166;http://www.opengis.net/def/crs/EPSG/0/2166
Pulkovo 1942(83) / Gauss Kruger zone 4 (EPSG:2167);EPSG:2167;http://www.opengis.net/def/crs/EPSG/0/2167
Pulkovo 1942(83) / Gauss Kruger zone 5 (EPSG:2168);EPSG:2168;http://www.opengis.net/def/crs/EPSG/0/2168
Luxembourg 1930 / Gauss (EPSG:2169);EPSG:2169;http://www.opengis.net/def/crs/EPSG/0/2169
MGI / Slovenia Grid (EPSG:2170);EPSG:2170;http://www.opengis.net/def/crs/EPSG/0/2170
Pulkovo 1942(58) / Poland zone I (EPSG:2171);EPSG:2171;http://www.opengis.net/def/crs/EPSG/0/2171
Pulkovo 1942(58) / Poland zone II (EPSG:2172);EPSG:2172;http://www.opengis.net/def/crs/EPSG/0/2172
Pulkovo 1942(58) / Poland zone III (EPSG:2173);EPSG:2173;http://www.opengis.net/def/crs/EPSG/0/2173
Pulkovo 1942(58) / Poland zone IV (EPSG:2174);EPSG:2174;http://www.opengis.net/def/crs/EPSG/0/2174
Pulkovo 1942(58) / Poland zone V (EPSG:2175);EPSG:2175;http://www.opengis.net/def/crs/EPSG/0/2175
ETRS89 / Poland CS2000 zone 5 (EPSG:2176);EPSG:2176;http://www.opengis.net/def/crs/EPSG/0/2176
ETRS89 / Poland CS2000 zone 6 (EPSG:2177);EPSG:2177;http://www.opengis.net/def/crs/EPSG/0/2177
ETRS89 / Poland CS2000 zone 7 (EPSG:2178);EPSG:2178;http://www.opengis.net/def/crs/EPSG/0/2178
Bern 1898 (Bern) / LV03C (EPSG:21780);EPSG:21780;http://www.opengis.net/def/crs/EPSG/0/21780
CH1903 / LV03 (EPSG:21781);EPSG:21781;http://www.opengis.net/def/crs/EPSG/0/21781
CH1903 / LV03C-G (EPSG:21782);EPSG:21782;http://www.opengis.net/def/crs/EPSG/0/21782
ETRS89 / Poland CS2000 zone 8 (EPSG:2179);EPSG:2179;http://www.opengis.net/def/crs/EPSG/0/2179
ETRS89 / Poland CS92 (EPSG:2180);EPSG:2180;http://www.opengis.net/def/crs/EPSG/0/2180
Bogota 1975 / UTM zone 17N (EPSG:21817);EPSG:21817;http://www.opengis.net/def/crs/EPSG/0/21817
Bogota 1975 / UTM zone 18N (EPSG:21818);EPSG:21818;http://www.opengis.net/def/crs/EPSG/0/21818
Azores Occidental 1939 / UTM zone 25N (EPSG:2188);EPSG:2188;http://www.opengis.net/def/crs/EPSG/0/2188
Azores Central 1948 / UTM zone 26N (EPSG:2189);EPSG:2189;http://www.opengis.net/def/crs/EPSG/0/2189
Bogota 1975 / Colombia West zone (EPSG:21891);EPSG:21891;http://www.opengis.net/def/crs/EPSG/0/21891
Bogota 1975 / Colombia Bogota zone (EPSG:21892);EPSG:21892;http://www.opengis.net/def/crs/EPSG/0/21892
Bogota 1975 / Colombia East Central zone (EPSG:21893);EPSG:21893;http://www.opengis.net/def/crs/EPSG/0/21893
Bogota 1975 / Colombia East (EPSG:21894);EPSG:21894;http://www.opengis.net/def/crs/EPSG/0/21894
Bogota 1975 / Colombia West zone (EPSG:21896);EPSG:21896;http://www.opengis.net/def/crs/EPSG/0/21896
Bogota 1975 / Colombia Bogota zone (EPSG:21897);EPSG:21897;http://www.opengis.net/def/crs/EPSG/0/21897
Bogota 1975 / Colombia East Central zone (EPSG:21898);EPSG:21898;http://www.opengis.net/def/crs/EPSG/0/21898
Bogota 1975 / Colombia East zone (EPSG:21899);EPSG:21899;http://www.opengis.net/def/crs/EPSG/0/21899
Azores Oriental 1940 / UTM zone 26N (EPSG:2190);EPSG:2190;http://www.opengis.net/def/crs/EPSG/0/2190
Madeira 1936 / UTM zone 28N (EPSG:2191);EPSG:2191;http://www.opengis.net/def/crs/EPSG/0/2191
ED50 / France EuroLambert (EPSG:2192);EPSG:2192;http://www.opengis.net/def/crs/EPSG/0/2192
NZGD2000 / New Zealand Transverse Mercator 2000 (EPSG:2193);EPSG:2193;http://www.opengis.net/def/crs/EPSG/0/2193
American Samoa 1962 / American Samoa Lambert (EPSG:2194);EPSG:2194;http://www.opengis.net/def/crs/EPSG/0/2194
NAD83(HARN) / UTM zone 2S (EPSG:2195);EPSG:2195;http://www.opengis.net/def/crs/EPSG/0/2195
ETRS89 / Kp2000 Jutland (EPSG:2196);EPSG:2196;http://www.opengis.net/def/crs/EPSG/0/2196
ETRS89 / Kp2000 Zealand (EPSG:2197);EPSG:2197;http://www.opengis.net/def/crs/EPSG/0/2197
ETRS89 / Kp2000 Bornholm (EPSG:2198);EPSG:2198;http://www.opengis.net/def/crs/EPSG/0/2198
Albanian 1987 / Gauss Kruger zone 4 (EPSG:2199);EPSG:2199;http://www.opengis.net/def/crs/EPSG/0/2199
ATS77 / New Brunswick Stereographic (ATS77) (EPSG:2200);EPSG:2200;http://www.opengis.net/def/crs/EPSG/0/2200
REGVEN / UTM zone 18N (EPSG:2201);EPSG:2201;http://www.opengis.net/def/crs/EPSG/0/2201
REGVEN / UTM zone 19N (EPSG:2202);EPSG:2202;http://www.opengis.net/def/crs/EPSG/0/2202
REGVEN / UTM zone 20N (EPSG:2203);EPSG:2203;http://www.opengis.net/def/crs/EPSG/0/2203
Camacupa / UTM zone 32S (EPSG:22032);EPSG:22032;http://www.opengis.net/def/crs/EPSG/0/22032
Camacupa / UTM zone 33S (EPSG:22033);EPSG:22033;http://www.opengis.net/def/crs/EPSG/0/22033
NAD27 / Tennessee (EPSG:2204);EPSG:2204;http://www.opengis.net/def/crs/EPSG/0/2204
NAD83 / Kentucky North (EPSG:2205);EPSG:2205;http://www.opengis.net/def/crs/EPSG/0/2205
ED50 / 3-degree Gauss-Kruger zone 9 (EPSG:2206);EPSG:2206;http://www.opengis.net/def/crs/EPSG/0/2206
ED50 / 3-degree Gauss-Kruger zone 10 (EPSG:2207);EPSG:2207;http://www.opengis.net/def/crs/EPSG/0/2207
ED50 / 3-degree Gauss-Kruger zone 11 (EPSG:2208);EPSG:2208;http://www.opengis.net/def/crs/EPSG/0/2208
ED50 / 3-degree Gauss-Kruger zone 12 (EPSG:2209);EPSG:2209;http://www.opengis.net/def/crs/EPSG/0/2209
Camacupa / TM 11.30 SE (EPSG:22091);EPSG:22091;http://www.opengis.net/def/crs/EPSG/0/22091
Camacupa / TM 12 SE (EPSG:22092);EPSG:22092;http://www.opengis.net/def/crs/EPSG/0/22092
ED50 / 3-degree Gauss-Kruger zone 13 (EPSG:2210);EPSG:2210;http://www.opengis.net/def/crs/EPSG/0/2210
ED50 / 3-degree Gauss-Kruger zone 14 (EPSG:2211);EPSG:2211;http://www.opengis.net/def/crs/EPSG/0/2211
ED50 / 3-degree Gauss-Kruger zone 15 (EPSG:2212);EPSG:2212;http://www.opengis.net/def/crs/EPSG/0/2212
ETRS89 / TM 30 NE (EPSG:2213);EPSG:2213;http://www.opengis.net/def/crs/EPSG/0/2213
Douala 1948 / AOF west (EPSG:2214);EPSG:2214;http://www.opengis.net/def/crs/EPSG/0/2214
Manoca 1962 / UTM zone 32N (EPSG:2215);EPSG:2215;http://www.opengis.net/def/crs/EPSG/0/2215
Qornoq 1927 / UTM zone 22N (EPSG:2216);EPSG:2216;http://www.opengis.net/def/crs/EPSG/0/2216
Qornoq 1927 / UTM zone 23N (EPSG:2217);EPSG:2217;http://www.opengis.net/def/crs/EPSG/0/2217
POSGAR 98 / Argentina 1 (EPSG:22171);EPSG:22171;http://www.opengis.net/def/crs/EPSG/0/22171
POSGAR 98 / Argentina 2 (EPSG:22172);EPSG:22172;http://www.opengis.net/def/crs/EPSG/0/22172
POSGAR 98 / Argentina 3 (EPSG:22173);EPSG:22173;http://www.opengis.net/def/crs/EPSG/0/22173
POSGAR 98 / Argentina 4 (EPSG:22174);EPSG:22174;http://www.opengis.net/def/crs/EPSG/0/22174
POSGAR 98 / Argentina 5 (EPSG:22175);EPSG:22175;http://www.opengis.net/def/crs/EPSG/0/22175
POSGAR 98 / Argentina 6 (EPSG:22176);EPSG:22176;http://www.opengis.net/def/crs/EPSG/0/22176
POSGAR 98 / Argentina 7 (EPSG:22177);EPSG:22177;http://www.opengis.net/def/crs/EPSG/0/22177
Scoresbysund 1952 / Greenland zone 5 east (EPSG:2218);EPSG:2218;http://www.opengis.net/def/crs/EPSG/0/2218
POSGAR 94 / Argentina 1 (EPSG:22181);EPSG:22181;http://www.opengis.net/def/crs/EPSG/0/22181
POSGAR 94 / Argentina 2 (EPSG:22182);EPSG:22182;http://www.opengis.net/def/crs/EPSG/0/22182
POSGAR 94 / Argentina 3 (EPSG:22183);EPSG:22183;http://www.opengis.net/def/crs/EPSG/0/22183
POSGAR 94 / Argentina 4 (EPSG:22184);EPSG:22184;http://www.opengis.net/def/crs/EPSG/0/22184
POSGAR 94 / Argentina 5 (EPSG:22185);EPSG:22185;http://www.opengis.net/def/crs/EPSG/0/22185
POSGAR 94 / Argentina 6 (EPSG:22186);EPSG:22186;http://www.opengis.net/def/crs/EPSG/0/22186
POSGAR 94 / Argentina 7 (EPSG:22187);EPSG:22187;http://www.opengis.net/def/crs/EPSG/0/22187
ATS77 / UTM zone 19N (EPSG:2219);EPSG:2219;http://www.opengis.net/def/crs/EPSG/0/2219
Campo Inchauspe / Argentina 1 (EPSG:22191);EPSG:22191;http://www.opengis.net/def/crs/EPSG/0/22191
Campo Inchauspe / Argentina 2 (EPSG:22192);EPSG:22192;http://www.opengis.net/def/crs/EPSG/0/22192
Campo Inchauspe / Argentina 3 (EPSG:22193);EPSG:22193;http://www.opengis.net/def/crs/EPSG/0/22193
Campo Inchauspe / Argentina 4 (EPSG:22194);EPSG:22194;http://www.opengis.net/def/crs/EPSG/0/22194
Campo Inchauspe / Argentina 5 (EPSG:22195);EPSG:22195;http://www.opengis.net/def/crs/EPSG/0/22195
Campo Inchauspe / Argentina 6 (EPSG:22196);EPSG:22196;http://www.opengis.net/def/crs/EPSG/0/22196
Campo Inchauspe / Argentina 7 (EPSG:22197);EPSG:22197;http://www.opengis.net/def/crs/EPSG/0/22197
ATS77 / UTM zone 20N (EPSG:2220);EPSG:2220;http://www.opengis.net/def/crs/EPSG/0/2220
Scoresbysund 1952 / Greenland zone 6 east (EPSG:2221);EPSG:2221;http://www.opengis.net/def/crs/EPSG/0/2221
NAD83 / Arizona East (ft) (EPSG:2222);EPSG:2222;http://www.opengis.net/def/crs/EPSG/0/2222
NAD83 / Arizona Central (ft) (EPSG:2223);EPSG:2223;http://www.opengis.net/def/crs/EPSG/0/2223
Cape / UTM zone 34S (EPSG:22234);EPSG:22234;http://www.opengis.net/def/crs/EPSG/0/22234
Cape / UTM zone 35S (EPSG:22235);EPSG:22235;http://www.opengis.net/def/crs/EPSG/0/22235
Cape / UTM zone 36S (EPSG:22236);EPSG:22236;http://www.opengis.net/def/crs/EPSG/0/22236
NAD83 / Arizona West (ft) (EPSG:2224);EPSG:2224;http://www.opengis.net/def/crs/EPSG/0/2224
NAD83 / California zone 1 (ftUS) (EPSG:2225);EPSG:2225;http://www.opengis.net/def/crs/EPSG/0/2225
NAD83 / California zone 2 (ftUS) (EPSG:2226);EPSG:2226;http://www.opengis.net/def/crs/EPSG/0/2226
NAD83 / California zone 3 (ftUS) (EPSG:2227);EPSG:2227;http://www.opengis.net/def/crs/EPSG/0/2227
Cape / Lo15 (EPSG:22275);EPSG:22275;http://www.opengis.net/def/crs/EPSG/0/22275
Cape / Lo17 (EPSG:22277);EPSG:22277;http://www.opengis.net/def/crs/EPSG/0/22277
Cape / Lo19 (EPSG:22279);EPSG:22279;http://www.opengis.net/def/crs/EPSG/0/22279
NAD83 / California zone 4 (ftUS) (EPSG:2228);EPSG:2228;http://www.opengis.net/def/crs/EPSG/0/2228
Cape / Lo21 (EPSG:22281);EPSG:22281;http://www.opengis.net/def/crs/EPSG/0/22281
Cape / Lo23 (EPSG:22283);EPSG:22283;http://www.opengis.net/def/crs/EPSG/0/22283
Cape / Lo25 (EPSG:22285);EPSG:22285;http://www.opengis.net/def/crs/EPSG/0/22285
Cape / Lo27 (EPSG:22287);EPSG:22287;http://www.opengis.net/def/crs/EPSG/0/22287
Cape / Lo29 (EPSG:22289);EPSG:22289;http://www.opengis.net/def/crs/EPSG/0/22289
NAD83 / California zone 5 (ftUS) (EPSG:2229);EPSG:2229;http://www.opengis.net/def/crs/EPSG/0/2229
Cape / Lo31 (EPSG:22291);EPSG:22291;http://www.opengis.net/def/crs/EPSG/0/22291
Cape / Lo33 (EPSG:22293);EPSG:22293;http://www.opengis.net/def/crs/EPSG/0/22293
NAD83 / California zone 6 (ftUS) (EPSG:2230);EPSG:2230;http://www.opengis.net/def/crs/EPSG/0/2230
Carthage (Paris) / Tunisia Mining Grid (EPSG:22300);EPSG:22300;http://www.opengis.net/def/crs/EPSG/0/22300
NAD83 / Colorado North (ftUS) (EPSG:2231);EPSG:2231;http://www.opengis.net/def/crs/EPSG/0/2231
NAD83 / Colorado Central (ftUS) (EPSG:2232);EPSG:2232;http://www.opengis.net/def/crs/EPSG/0/2232
NAD83 / Colorado South (ftUS) (EPSG:2233);EPSG:2233;http://www.opengis.net/def/crs/EPSG/0/2233
Carthage / UTM zone 32N (EPSG:22332);EPSG:22332;http://www.opengis.net/def/crs/EPSG/0/22332
NAD83 / Connecticut (ftUS) (EPSG:2234);EPSG:2234;http://www.opengis.net/def/crs/EPSG/0/2234
NAD83 / Delaware (ftUS) (EPSG:2235);EPSG:2235;http://www.opengis.net/def/crs/EPSG/0/2235
NAD83 / Florida East (ftUS) (EPSG:2236);EPSG:2236;http://www.opengis.net/def/crs/EPSG/0/2236
NAD83 / Florida West (ftUS) (EPSG:2237);EPSG:2237;http://www.opengis.net/def/crs/EPSG/0/2237
NAD83 / Florida North (ftUS) (EPSG:2238);EPSG:2238;http://www.opengis.net/def/crs/EPSG/0/2238
NAD83 / Georgia East (ftUS) (EPSG:2239);EPSG:2239;http://www.opengis.net/def/crs/EPSG/0/2239
Carthage / Nord Tunisie (EPSG:22391);EPSG:22391;http://www.opengis.net/def/crs/EPSG/0/22391
Carthage / Sud Tunisie (EPSG:22392);EPSG:22392;http://www.opengis.net/def/crs/EPSG/0/22392
NAD83 / Georgia West (ftUS) (EPSG:2240);EPSG:2240;http://www.opengis.net/def/crs/EPSG/0/2240
NAD83 / Idaho East (ftUS) (EPSG:2241);EPSG:2241;http://www.opengis.net/def/crs/EPSG/0/2241
NAD83 / Idaho Central (ftUS) (EPSG:2242);EPSG:2242;http://www.opengis.net/def/crs/EPSG/0/2242
NAD83 / Idaho West (ftUS) (EPSG:2243);EPSG:2243;http://www.opengis.net/def/crs/EPSG/0/2243
NAD83 / Indiana East (ftUS) (EPSG:2244);EPSG:2244;http://www.opengis.net/def/crs/EPSG/0/2244
NAD83 / Indiana West (ftUS) (EPSG:2245);EPSG:2245;http://www.opengis.net/def/crs/EPSG/0/2245
NAD83 / Kentucky North (ftUS) (EPSG:2246);EPSG:2246;http://www.opengis.net/def/crs/EPSG/0/2246
NAD83 / Kentucky South (ftUS) (EPSG:2247);EPSG:2247;http://www.opengis.net/def/crs/EPSG/0/2247
NAD83 / Maryland (ftUS) (EPSG:2248);EPSG:2248;http://www.opengis.net/def/crs/EPSG/0/2248
NAD83 / Massachusetts Mainland (ftUS) (EPSG:2249);EPSG:2249;http://www.opengis.net/def/crs/EPSG/0/2249
NAD83 / Massachusetts Island (ftUS) (EPSG:2250);EPSG:2250;http://www.opengis.net/def/crs/EPSG/0/2250
NAD83 / Michigan North (ft) (EPSG:2251);EPSG:2251;http://www.opengis.net/def/crs/EPSG/0/2251
NAD83 / Michigan Central (ft) (EPSG:2252);EPSG:2252;http://www.opengis.net/def/crs/EPSG/0/2252
Corrego Alegre 1970-72 / UTM zone 21S (EPSG:22521);EPSG:22521;http://www.opengis.net/def/crs/EPSG/0/22521
Corrego Alegre 1970-72 / UTM zone 22S (EPSG:22522);EPSG:22522;http://www.opengis.net/def/crs/EPSG/0/22522
Corrego Alegre 1970-72 / UTM zone 23S (EPSG:22523);EPSG:22523;http://www.opengis.net/def/crs/EPSG/0/22523
Corrego Alegre 1970-72 / UTM zone 24S (EPSG:22524);EPSG:22524;http://www.opengis.net/def/crs/EPSG/0/22524
Corrego Alegre 1970-72 / UTM zone 25S (EPSG:22525);EPSG:22525;http://www.opengis.net/def/crs/EPSG/0/22525
NAD83 / Michigan South (ft) (EPSG:2253);EPSG:2253;http://www.opengis.net/def/crs/EPSG/0/2253
NAD83 / Mississippi East (ftUS) (EPSG:2254);EPSG:2254;http://www.opengis.net/def/crs/EPSG/0/2254
NAD83 / Mississippi West (ftUS) (EPSG:2255);EPSG:2255;http://www.opengis.net/def/crs/EPSG/0/2255
NAD83 / Montana (ft) (EPSG:2256);EPSG:2256;http://www.opengis.net/def/crs/EPSG/0/2256
NAD83 / New Mexico East (ftUS) (EPSG:2257);EPSG:2257;http://www.opengis.net/def/crs/EPSG/0/2257
NAD83 / New Mexico Central (ftUS) (EPSG:2258);EPSG:2258;http://www.opengis.net/def/crs/EPSG/0/2258
NAD83 / New Mexico West (ftUS) (EPSG:2259);EPSG:2259;http://www.opengis.net/def/crs/EPSG/0/2259
NAD83 / New York East (ftUS) (EPSG:2260);EPSG:2260;http://www.opengis.net/def/crs/EPSG/0/2260
NAD83 / New York Central (ftUS) (EPSG:2261);EPSG:2261;http://www.opengis.net/def/crs/EPSG/0/2261
NAD83 / New York West (ftUS) (EPSG:2262);EPSG:2262;http://www.opengis.net/def/crs/EPSG/0/2262
NAD83 / New York Long Island (ftUS) (EPSG:2263);EPSG:2263;http://www.opengis.net/def/crs/EPSG/0/2263
NAD83 / North Carolina (ftUS) (EPSG:2264);EPSG:2264;http://www.opengis.net/def/crs/EPSG/0/2264
